"platform","user","text","post_url","sentiment","theme","archetype"
"TikTok","titom2k","eso sí es alta altísima traición 😅","https://www.tiktok.com/@papas.de.cuatro/video/7530390174774136082","negativo","practicidad","la madre protectora"
"TikTok","DavidEstebanQuito86004","padre arrugeti 😂😂😂","https://www.tiktok.com/@papas.de.cuatro/video/7530390174774136082","negativo","nostalgia","la amiga"
"TikTok","user3271695390482","😂 q malvado 😜","https://www.tiktok.com/@papas.de.cuatro/video/7530390174774136082","positivo","humor","la madre protectora"
"TikTok","jannaf2023@gmail.com","jajajaja ni Judas es tan traidor","https://www.tiktok.com/@papas.de.cuatro/video/7530390174774136082","negativo","humor","la madre protectora"
"TikTok","✨ 𝖄𝖊𝖑𝖎𝖙𝖍💘💝","eso no hace al traidor no agua 💧","https://www.tiktok.com/@papas.de.cuatro/video/7530390174774136082","negativo","consejo","la madre moderna"
"TikTok","Elizabeth Salazar","Ni Judas se atrevió a tanto","https://www.tiktok.com/@papas.de.cuatro/video/7530390174774136082","negativo","practicidad","la madre protectora"
"TikTok","user1519655616246","si eres malooo😁","https://www.tiktok.com/@papas.de.cuatro/video/7530390174774136082","neutral","practicidad","la madre moderna"
"TikTok","Kassandra Hs","🥰🥰🥰","https://www.tiktok.com/@mamiabordo/video/7504007535339244846","neutral","familia","la madre moderna"
"TikTok","Melany 💖✨","Es mi mayor sueño, pero también mi mayor miedo...","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la amiga"
"TikTok","️","Es mi mayor sueño, pero también mi mayor miedo...
Me da miedo el parto","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la hija"
"TikTok","Johana","Como la iba agarrando de la pierna 😭😭😭😭😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la amiga"
"TikTok","✮⋆˙🌷𝑭𝒂𝒏𝒊𝒄𝒊𝒕𝒂💗ᵎ","😭😭😭😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre protectora"
"TikTok","ℒ","El la pierna a ella, y ella la manita a su bebé aaaww","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre moderna"
"TikTok","💆🏽‍♀️💗YANDELI💗🧘🏽‍♀️","😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la hija"
"TikTok","꧁༒☠ 𝔐𝔈𝔗𝔄𝔏_𝔍ℑ𝔎𝔖 ☠༒","el video:💖😻💕🌟✨
la mano del papá:😦👹☠️💀","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre protectora"
"TikTok","ლიზი","😂😂😂","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la amiga"
"TikTok","🦇🦇🦇","no, les menti si es mi sueño pero me da miedo a la vez 😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre protectora"
"TikTok","⛓️anonimo⛓️","@★†Stefano†★","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la amiga"
"TikTok","ℒ𝒾𝓁𝓎","La meta es clara:","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la hija"
"TikTok","🍄Olga Alicia Mendoza🍄","mi mamá me dijo q si me burlo me va a pasar lo mismo así que
ajsjsjsksjakakakakkajajajajajajajajajajjaajajajajajjajajaAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAHAHAJJAHAJAJAJAJAJA","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la amiga"
"TikTok",".","In the name of Jesus ❤️‍🩹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la hija"
"TikTok","Se mi","mi mayor sueño: ser mamá de una Niña
mi mayor miedo: Escobar un mal padre","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la amiga"
"TikTok","Liriii","mi mamá me dijo q si me burlo me va a pasar lo mismo así que
ajsjsjsksjakakakakkajajajajajajajajajajjaajajajajajjajajaAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAHAHAJJAH","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la amiga"
"TikTok","Ndgsnn","ya casi 🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la hija"
"TikTok","eu_sou_eu1",""" o chefe da máfia deixou ela grávida, ela tentou fugir mas ele a achou, e agora ele a trata como sua rainha e seu filho como seu herdeiro""","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la hija"
"TikTok","carmen ♡","@Jr. Alfredo Castro","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la hija"
"TikTok","FatiM23C","que clase de pacto tengo que hacer para cumplir eso 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la hija"
"TikTok","adr1_xkkx","@kxver_axx 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre moderna"
"TikTok","kami🇮🇹","meu sonho","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la amiga"
"TikTok","𝓛𝓲𝓵𝓲𝓪𝓷𝓪💗","@🌺✨Mitsuri✨🌺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre protectora"
"TikTok","Gisela Rojas","@Amy","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la amiga"
"TikTok","Maria","Manifiesto 🙏😞","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la amiga"
"TikTok","karla🥰☺️","@JNT★🫩🥷 mila🥺🥺🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la hija"
"TikTok","mariany 🧛🏻‍♀️ 𖣂","Quiero pero miedo a terminar siendo solo 2…","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre protectora"
"TikTok","vikAvalos","@Esteban Mata Charles al rato awwwww 🥰🥰🥰🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la amiga"
"TikTok","Daniela","Nosotros íbamos a así juntitos, pero nos paró tránsito y en sus primeros días de vida ya andaba en el botellón mi bebé. 😫","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la amiga"
"TikTok","Sebas🍃","Me da miedo sentirme preparado pero realmente no estarlo. Mi sueño es ser Padre a los 22😔✨","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la hija"
"TikTok","cf","@𝐀𝐫𝐥𝐞𝐫𝐭 🎸 algún día mi niña, se que se nos podrá dar ❤‍🩹:)","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la hija"
"TikTok","kiki!","mi mayor miedo es que no pueda encontrar el mejor padre para mis hijxs","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la amiga"
"TikTok","KIMMY 💋","😍😍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la madre protectora"
"TikTok","Marian't","ojalá a todas las que quieren ser mamá se les de y puedan tener una familia bn bonita y a las que no queremos, nos proteja de llegar siendo 3 ❤️‍🩹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la hija"
"TikTok","nosoylulu99","yo quiero...","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre protectora"
"TikTok","character Ai","Dios también soy tú hija, que bellos eh","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre protectora"
"TikTok","️","🥀🖤💔⚰️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre protectora"
"TikTok","A","MALDITA SEA, MANIFIESTO, MANIFIESTO, MANIFIESTO. 😭💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre moderna"
"TikTok","️","Extraño a mi futuro hijo","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre protectora"
"TikTok","𓇼𓏲*ੈLua🎐;༊𓍼ོ","es mi mayor sueño, mi mayor miedo es no escoger un buen hombre ni padre 💔...","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la hija"
"TikTok","‧͙⁺˚*･༓☾𝐶𝑟𝑖𝑠𝑡𝑎𝑙☽༓･*˚⁺‧͙","Ese es mi 2 sueño 🥺 el 1: es terminar mi carrera 2: formar una familia😭🥺💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la hija"
"TikTok","Haruu🦋","Extraño mi futura familia 🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok","Flor Gch","mi mamá me dijo q si me burlo me va a pasar lo mismo así que
ajsjsjsksjakakakakkajajajajajajajajajajjaajajajajajjajajaAJAJAJAJJAJAJAJAJAJJ","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre moderna"
"TikTok","migely corona🌺🦀🪸🌊","Yo regresé siendo tres también pero solo éramos mi mamá, mi bebé y yo🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la amiga"
"TikTok","jekahoyos.21.","Las manos de ese hombre 😍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la amiga"
"TikTok","Luar⁴⁴","You broke your promise.🐢💔","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la hija"
"TikTok","Milo J💥🕷","mi mamá me dijo q si me burlo me va a pasar lo mismo así que
ajsjsjsksjakakakakkajajajajajajajajajajjaajajajajajjajajaAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJA HAHA J JAH AJAJAJAJAJA JAJAJAJJAJAJA JAJJA JAJAJAJJAJA AJAJ JAJAJJAA","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la amiga"
"TikTok","adri","Como la iba agarrando de la pierna de ella 🥺bendiciones para esa familia hermosa 🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre moderna"
"TikTok","natalijamm🇷🇸","de puro coraje voy a tapar el baño","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre protectora"
"TikTok","🍒Enero🍒","En el momento indicado 🫀❤️‍🩹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la hija"
"TikTok","𝒳𝒾𝓂𝑒𝓃𝒶","Pero que sea con el","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre protectora"
"TikTok","Lilith _Rhot_Wayne","Aaayy pero que cositaaa tiernaa!!🥹
que hermosa familia 🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la hija"
"TikTok","melody lovo💚","Algún día si Dios lo permite 💚","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la amiga"
"TikTok","🍡🍥🍡","que es lo que tengo que hacer para que tenga una familia así de bonita en el futuro?💖","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la hija"
"TikTok","oñooo","hasta yo sentí la felicidad","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la madre moderna"
"TikTok","𝔸𝕝𝕠 ✰","Regresamos siendo 2🥲","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la amiga"
"TikTok","Angelitaaaa🍓","Me imagino que ese sentimiento es tan único,ojalá algún día ser yo esa😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la hija"
"TikTok","︎NATASHA","dios mio ojalá algún día poder formar mi hermosa familia , donde solo hayan risas, paz y mucho amor.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la amiga"
"TikTok","️","El y Yo en el futuro 🤍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre protectora"
"TikTok","alesy","Algún día 🥹🫶🏻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre protectora"
"TikTok","Itze 🌸","Que lindoooooo😭😭😭❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre moderna"
"TikTok","Bri🌷🍃","tengo miedo de elegir al incorrecto y me lastime a mi o a la bebe 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la hija"
"TikTok","Fifí ꒰ᐢ. .ᐢ꒱","que miedo, ojalá me pase 😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre protectora"
"TikTok","ⓓⓐⓡⓚⓜⓘⓡⓣ","Se parece al abuelito Cristante, señora el Toluca tiene nuevo portero en los próximos años, Gi y Sergio cuiden mucho de el.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre protectora"
"TikTok","Angel_ibz","mi apéndice, mami y yo JAJAJAJAJA","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la amiga"
"TikTok","Gabriela","A esto me refiero cuando digo un amor puro y sincero","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la amiga"
"TikTok","✧ ➤𝓢𝓒𝓐𝓡𝓛𝓔𝓣𝓗★ ˙🍓 ̟!!","❤️‍🩹El sueño de todos","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre protectora"
"TikTok","𝑻𝘩𝘰𝘯𝘺 𝘥𝘰 𝑺𝘢𝘵𝘩 '💯","é meu sonho","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre protectora"
"TikTok","Amor al Futbol","Esa mano 💀","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la hija"
"TikTok","brenbecerril179","muchas felicidades doctora ❤️que hermoso su bebé dios la bendiga a usted y su linda familia ❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre moderna"
"TikTok","rissimonteflor","Con tanto que romantizan esto que ya me dieron ganas de tener un bebé en un futuro lejano pero también me da miedo 😂","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la hija"
"TikTok","Star4gyu_","amiga perdón que lo diga pero la mano de tu esposo está hermosa","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre moderna"
"TikTok","𝒢ℯ𝓃ℯ𝓈𝒾𝓉𝒶 💗","Que tanto le costaba a él, solo regresar a casa siendo una familia de 3😞","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre moderna"
"TikTok","ibi ibiza","que miedo, ojalas me pase😔.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la hija"
"TikTok","𝓒","Q miedo ojala m pase","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la amiga"
"TikTok","Marioni Gutiérrez 0901","ese muchacho me llena de orgullo y metas igual 🦦","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre protectora"
"TikTok","❤Jessi ❤ ❤A, A y A❤","salimos tres y terminanos siendo dos.....","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre protectora"
"TikTok","Yessie M","Nunca viviré eso pero es bonito que otros lo vivan cuando lo desean","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre protectora"
"TikTok","Abysita 🐿","Que miedo, ojalá que me pase","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre protectora"
"TikTok","Kiretzi","es una hermosura el bb más esperado","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre moderna"
"TikTok","!𝐘¡?💘","Fueron siendo 2 y regresaron siendo 3","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la hija"
"TikTok","𝒜𝓃𝒾🫧","Las metas con mi novio.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la amiga"
"TikTok","★𝑨𝑵𝑮𝑰★","Que miedo, ojala me pasé 😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la amiga"
"TikTok","Manuel💀","regresamos a casa siendo 3 ❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la hija"
"TikTok","frutaperdida","ay amiga cuando nazca mi baby te copio el tiktok 😔","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la hija"
"TikTok","🐚✿┋₳ℓᵒ𝘯ԃᵣα ᥫ᭡፝֟፝֟🪼","haya que lindoooo bebé ojalá me pase que dios te cuideee❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre moderna"
"TikTok","ℭ𝔯𝔦𝔰𝔱𝔦𝔫𝔞 ᥫ᭡","algún día primeramente Dios 🥺💓","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre moderna"
"TikTok","Jess","Quisiese y que en lugar de 3 seamos 4 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre moderna"
"TikTok",", • ´ ★ 𝓓 ል 𝙛 𝓘 ¡ 🧘🏻‍♀️🍯","Mi mami me dijo que si me burlo me pasa lo mismo así que le haré caso JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la amiga"
"TikTok","udontknowme.69","🌸🌸","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la hija"
"TikTok","레슬리✨","@👑Nick🦖 4 🥺✨","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la hija"
"TikTok","🎬","mi mayor sueño 💗✨️✨️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre moderna"
"TikTok","Bryan chi","@Dzib Glendy ❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre protectora"
"TikTok","keiry_Guzmán.77✨","@☆Hilary☆🍸✨️ algun día 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre protectora"
"TikTok","sofff","@sharidlara✨🐚","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la amiga"
"TikTok","⭒๋࣭ ⭑𖤐batgirl𖤐⭒๋࣭ ⭑","@no se 👺🤙:mi mamá me dijo q si me burlo me va a pasar lo mismo así que
ajsjsjsksjakakakakkajajajajajajajajajajjaajajajajajjajajaAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAHAHAJJAH","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la hija"
"TikTok","@~","@Nicolle🍒 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre moderna"
"TikTok","𝐿𝓎𝒹𝒾🫧","🤞🏻💕","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre protectora"
"TikTok","Sofi🆗️✨️","manifiesto manifiesto manifiesto manifiesto manifiesto manifiesto manifiesto manifiesto manifiesto manifiesto manifiesto manifiesto manifiesto manifiesto manifiesto...♥️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre moderna"
"TikTok","LEO👩🏻‍🦱","@EDDY NIEBLAS Luciana león lo compartió","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la hija"
"TikTok","Lesly🎀💗🫶🏻🍒","🥹💗yo como lo deseo tanto","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la amiga"
"TikTok","🌷","JAJAJAJAAJAJAKAKAKAJAAKAJJAJJAJAJAJAJAJAKAKAJAJAJAJAAKAKAKJAAKAJAJAJAKAKAKAAJJAJAAJJAAJAJ QUE RISA OJALÁ MAÑANA ME PASE 🤗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la amiga"
"TikTok","𝓜𝓲𝓵𝓮𝓷𝓪 𝓑𝓪𝓻𝓻𝓮𝓻𝓪 🌐","algún día ❤️‍🩹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la amiga"
"TikTok","Marly","Aw 😞💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre protectora"
"TikTok","✰","Por ahí dicen que si te ríes te pasa los mismo así que…, JAJAJAJAJJAJAJAJAJAJAJAJAJDHRHHXHEHAJAJAJAJAJAJAJJSJFHXJFOEPDLXBFJRODBXBFJSKQJAJJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJJAJAJAJAJAJAJAAJJAJSHHDJRKFKCBCIOPXJHDHAHAHAHAHJAAHAHAHHAHAHAHAJAJAJHSHJAHSHAHSHAHJAHAHAJHSJAHAJAJAHAJHAJAJAJAJAHAJAJAJHAJA","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la amiga"
"TikTok","straw..","que miedo, ojalá me pase","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre protectora"
"TikTok","8","Mis sueños húmedos","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la hija"
"TikTok","𝓓𝓪𝓷𝓲_𝓢𝓪𝓶𝓬𝓱𝓮𝔃","Mi gran sueño 😭😭😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la amiga"
"TikTok","💕","es un sueño lindo pero , el miedo es no saber escoger al papá 🥺☹️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la amiga"
"TikTok","manhwas_1","ojalá me pase","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre protectora"
"TikTok","Angelique.","por qué me salen puros videos de bbs, si no estoy embarazada 😞","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre moderna"
"TikTok","sof","Mi mamá dijo que si me burlo me va a pasar lo mismo haci que JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAAJJAJAJAJAJAJAJAJAJAJAJAJJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJAJAJAJJAAJJAJJAJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJAJJAJAJAJAJJAJAJAJAJAJAJJAJAJJJAJAJAJAJAJJAJAJAJAJAJAJAJAJJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJJAJAJAJJAJAAJJAJAJAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJAJAJQJJAJAJAJAJAJAJAJAJJAJAJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJAJAJJAJAJAJAJAJJAJAJAJAJJAJAJAJAJJAJAJAJAJAJAJAJAJJAJAJAJAJAJJAJAJAJJAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJKAAKKAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJJAJAJAJAJAJJAJAJAJJAJAJAJAJAJAJJAJAJAJJAJAJAJAJAJJAJAJAJ JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAAJJAJAJAJAJAJAJAJAJAJAJAJJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJAJAJAJJAAJJAJJAJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJAJJAJAJAJAJJAJAJAJAJAJAJJAJAJJJAJAJAJAJAJJAJAJAJAJAJAJAJAJJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJJAJAJAJJAJAAJJAJAJAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJAJAJQJJAJAJAJAJAJAJAJAJJAJAJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJAJAJJAJAJAJAJAJJAJAJAJAJJAJAJAJAJJAJAJAJAJAJAJAJAJJAJAJAJAJAJJAJAJAJJAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJKAAKKAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJJAJAJAJAJAJJAJAJAJJAJAJAJAJAJAJJAJAJAJJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAAJJAJAJAJAJAJAJAJAJAJAJAJJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJAJAJAJJAAJJAJJAJAJAJAJAJAJJAJAJAJAJA ojalá me pase","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la hija"
"TikTok","️","ojalá me pase JAJAJAJA JAJAJAJAJAJAJA MujajajajajajjaJajajajjaJajjajajajajaJAJAJAJJAJJAJJAJAJAJAJAJAJJAJJJAJJAJAJAJAJJAJAJJAJAJJJAJAJJJAJAJAJJAJ","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la hija"
"TikTok","Beca Aizawa♡","es mi culpa, debería estar lavando trastes.😔","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre moderna"
"TikTok","xnelly1217","The yellow outfit 🥹💛","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre protectora"
"TikTok","Kelly","ya nos ví 🥹🤍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok","️paloma_soto","todos si te ríes te va a pasar :
yo las manos 🫦","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la hija"
"TikTok","Shadow","Tengo mucho deseo de ser mamá, pero a la vez mucho miedo 😔","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok","Gasparteamo💙","AMEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEH","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la amiga"
